SMILES,Tg
[*]C1CC([*])(C#N)C1,220.0
[*]C1CC2CC1C([*])C2CCCC,235.0
[*]C1CC2CC1C([*])C2CCCCCC,252.0
[*]C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N([*])C(=O)C56)C4C3=O)CC2)CC1,239.0
[*]C1CCC([*])C1,65.10000000000002
[*]C1CCC2C(=O)N(c3ccc(Cc4ccc(N5C(=O)C6CCC([*])CC6C5=O)cc4)cc3)C(=O)C2C1,260.0
[*]C1CCC2C(=O)N(c3ccc(Oc4ccc(N5C(=O)C6CCC([*])CC6C5=O)cc4)cc3)C(=O)C2C1,257.0
[*]C1CCC2C(=O)N(c3ccc(Oc4ccc(Oc5ccc(N6C(=O)C7CCC([*])CC7C6=O)cc5)cc4)cc3)C(=O)C2C1,238.0
[*]C1CCC2C(=O)N(c3ccc(Oc4ccc(Oc5ccc(Oc6ccc(N7C(=O)C8CCC([*])CC8C7=O)cc6)cc5)cc4)cc3)C(=O)C2C1,217.0
[*]C1CCC2C(=O)N(c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(N7C(=O)C8CCC([*])CC8C7=O)cc6)cc5)cc4)cc3)C(=O)C2C1,256.5
[*]C1CCC2C(=O)N(c3ccc(Oc4cccc(Oc5ccc(N6C(=O)C7CCC([*])CC7C6=O)cc5)c4)cc3)C(=O)C2C1,215.0
[*]C1CCC2C(=O)N(c3cccc(N4C(=O)C5CCC([*])CC5C4=O)c3)C(=O)C2C1,263.0
[*]C1CCCC(S([*])(=O)=O)C1,108.0
[*]C1CCCCC1S([*])(=O)=O,77.0
[*]C1CCOC1[*],131.0
[*]C1Cc2ccccc2C1[*],188.5
[*]C1OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,256.0
[*]C1OCCCC1C1C(=O)OC(=O)C1[*],210.0
[*]C1OCOC(C([*])(F)F)C1(F)F,125.0
[*]C1Oc2ccccc2C1[*],65.20000000000005
[*]C1c2cccc3cccc(c23)C1[*],250.0
[*]C=C(C#N)C(=O)OCCCCCCCCCCOC(=O)/C(C#N)=C/c1ccc2c(c1)c1cc([*])ccc1n2CCCCCCC,59.0
[*]C=C(C#N)C(=O)OCCCCCCCCCCOC(=O)/C(C#N)=C/c1ccc2c(c1)c1cc([*])ccc1n2CCCCCCCCCCCCCC,35.0
[*]C=C(C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c1ccc2c(c1)c1cc([*])ccc1n2CCCCCCC,87.0
[*]C=C(C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c1ccc2c(c1)c1cc([*])ccc1n2CCCCCCCCCCCCCC,53.0
[*]C=C(C#N)c1cc(OCCCCCCCC)c(C(C#N)=Cc2cc(OCCCCCCCC)c([*])cc2OC)cc1OC,174.0
[*]C=C(C#N)c1cc(OCCCCCCCCCC)c(C(C#N)=Cc2cc(OCCCCCCCCCC)c([*])cc2OC)cc1OC,198.0
[*]C=C(C#N)c1cc(OCCCCCCCCCCCC)c(C(C#N)=Cc2cc(OCCCCCCCCCCCC)c([*])cc2OC)cc1OC,181.0
[*]C=C(C#N)c1cc(OCCCCCCCCCCCCCCCC)c(C(C#N)=Cc2cc(OCCCCCCCCCCCCCCCC)c([*])cc2OC)cc1OC,190.0
[*]C=C(C#N)c1ccc2c3ccc(C(C#N)=Cc4cc(OCC(CC)CCCC)c([*])cc4OCC(CC)CCCC)cc3n(CC(CC)CCCC)c2c1,72.0
[*]C=C(C)CC([*])(C)C(=O)OC,24.0
[*]C=C([*])c1ccccc1,50.85000000000002
[*]C=C(c1ccc(C(=Cc2cc(OC)c([*])cc2OC)c2ccc(C(F)(F)F)cc2)cc1)c1ccc(C(F)(F)F)cc1,208.0
[*]C=C(c1ccc(F)cc1)c1ccc(-c2ccc(C(=Cc3cc(OC)c([*])cc3OC)c3ccc(F)cc3)cc2)cc1,201.0
[*]C=C(c1ccc(F)cc1)c1ccc(C(=Cc2cc(OC)c([*])cc2OC)c2ccc(F)cc2)cc1,193.0
[*]C=C(c1ccc(F)cc1)c1ccc(Oc2ccc(C(=Cc3cc(OC)c([*])cc3OC)c3ccc(F)cc3)cc2)cc1,187.0
[*]C=C(c1ccc(F)cc1)c1ccc2cc(C(=Cc3cc(OC)c([*])cc3OC)c3ccc(F)cc3)ccc2c1,208.0
[*]C=C(c1ccc(Oc2ccc(C(=Cc3cc(OC)c([*])cc3OC)c3ccc(C(F)(F)F)cc3)cc2)cc1)c1ccc(C(F)(F)F)cc1,194.0
[*]C=C(c1ccccc1)c1ccc(-c2ccc(C(=Cc3cc(OC)c([*])cc3OC)c3ccccc3)cc2)cc1,223.0
[*]C=C(c1ccccc1)c1ccc2c(c1)Sc1ccc(C(=Cc3cc(OCCCCCCCC)c([*])cc3OCCCCCCCC)c3ccccc3)cc1S2,93.0
[*]C=C(c1ccccc1)c1ccc2cc(C(=Cc3cc(OC)c([*])cc3OC)c3ccccc3)ccc2c1,198.0
[*]C=C1CC/C(=C\c2ccc(OC(=O)c3ccc(/N=C/c4ccc(/C=N/c5ccc(C(=O)Oc6ccc([*])cc6OC)cc5)cc4)cc3)c(OC)c2)C1=O,140.0
[*]C=C1CC/C(=C\c2ccc(OCCCCCCCCCCOP(=O)(OC)OCCCCCCCCCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,48.0
[*]C=C1CC/C(=C\c2ccc(OCCCCCCCCOP(=O)(OC)OCCCCCCCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,73.0
[*]C=C1CC/C(=C\c2ccc(OCCCCCCOP(=O)(OC)OCCCCCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,74.0
[*]C=C1CC/C(=C\c2ccc(OCCCCOP(=O)(OC)OCCCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,75.0
[*]C=C1CC/C(=C\c2ccc(OCCOP(=O)(OC)OCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,99.0
[*]C=C1CCC/C(=C\c2cc(OC)c(OCCCCCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)C1=O,49.0
[*]C=C1CCC/C(=C\c2cc(OC)c(OCCCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)C1=O,62.0
[*]C=C1CCC/C(=C\c2cc(OC)c(OCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)C1=O,71.0
[*]C=C1CCC/C(=C\c2ccc(OC(=O)CCCCCCCCC(=O)Oc3ccc([*])cc3OC)c(OC)c2)C1=O,48.05000000000001
[*]C=C1CCC/C(=C\c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc([*])cc4OC)c3)c(OC)c2)C1=O,57.860000000000014
[*]C=C1CCC/C(=C\c2ccc(OCC(=O)c3ccc(Oc4ccc(C(=O)COc5ccc([*])cc5OC)cc4)cc3)c(OC)c2)C1=O,211.75
[*]C=C1CCC/C(=C\c2ccc(OCCCCCCCCCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,60.0
[*]C=C1CCC/C(=C\c2ccc(OCCCCCCCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,72.0
[*]C=C1CCC/C(=C\c2ccc(OCCCCCCOc3ccc([*])cc3OC)c(OC)c2)C1=O,80.0
[*]C=CC(=O)NC(Cc1ccccc1)C(=O)OC/C=C/COC(=O)C(Cc1ccccc1)NC([*])=O,109.0
[*]C=CC(=O)NC(Cc1ccccc1)C(=O)OCCCCCCOC(=O)C(Cc1ccccc1)NC([*])=O,92.0
[*]C=CC(=O)NC(Cc1ccccc1)C(=O)OCCCCOC(=O)C(Cc1ccccc1)NC([*])=O,103.0
[*]C=CC(=O)NNC(=O)/C=C/C(=O)NCCCCCCNC([*])=O,102.40000000000003
[*]C=CC(=O)Nc1ccc(OC(=O)/C=C/C(=O)NNC(=O)/C=C/C(=O)Oc2ccc(NC(=O)/C=C/C(=O)NNC([*])=O)cc2)cc1,265.0
[*]C=CC(=O)Nc1ccc(OC(=O)c2ccccc2C(=O)NNC(=O)c2ccccc2C(=O)Oc2ccc(NC(=O)/C=C/C(=O)NNC([*])=O)cc2)cc1,240.0
[*]C=CC(=O)Nc1cccc(C=C2CCC(=Cc3cccc(NC(=O)C=CC(=O)NNC([*])=O)c3)C2=O)c1,104.60000000000002
[*]C=CC(=O)Nc1cccc(C=C2CCCC(=Cc3cccc(NC(=O)C=CC(=O)NNC([*])=O)c3)C2=O)c1,238.40000000000003
[*]C=CC(=O)OC1COC2C(OC([*])=O)COC12,60.0
[*]C=CC(=O)OCCCCOC([*])=O,93.0
[*]C=CC(=O)OCCOC(=O)/C=C/C(=O)NCCCCCCNC([*])=O,89.0
[*]C=CC(=O)OCCOC([*])=O,-10.0
[*]C=CC(=O)OCCOCCOC(=O)/C=C/C(=O)NCCCCCCNC([*])=O,76.0
[*]C=CC(=O)OCCOCCOC([*])=O,-8.199999999999989
[*]C=CC(=O)OCCOCCOCCOC(=O)/C=C/C(=O)NCCCCCCNC([*])=O,65.0
[*]C=CC(=O)OCCOCCOCCOCCOC(=O)/C=C/C(=O)NCCCCCCNC([*])=O,52.0
[*]C=CC(C(=O)OC12CC3CC(CC(C3)C1)C2)C([*])C,115.0
[*]C=CC(C(=O)OCC)C([*])C(=O)OCC,6.0
[*]C=CC(C(=O)OCCCCCCN(C)c1ccc(N(C)C)cc1)C([*])C,2.0
[*]C=CC(C(=O)OCCCN(C)c1ccc(N(C)C)cc1)C([*])C,11.5
[*]C=CC(C(=O)OCCN(C)c1ccc(N(C)C)cc1)C([*])C,20.5
[*]C=CC(C(=O)OCc1ccccc1)C([*])C(=O)OCc1ccccc1,21.0
[*]C=CC(C)C([*])(C)C(=O)OC,34.0
[*]C=CC(C)C([*])C(=O)OC,53.0
[*]C=CC(COCc1ccccc1)C([*])COCc1ccccc1,-4.0
[*]C=CC([*])(C)C,-9.0
[*]C=CC([*])(C)c1ccccc1,52.0
[*]C=CC1=C([*])CC(C(=O)OCC)(C(=O)OCC)C1,27.650000000000034
[*]C=CC1=CC(=C(C#N)C#N)C=C(/C=C/c2sc(-c3ccc(-c4ccc(-c5ccc(-c6sc([*])c(CCCCCC)c6CCCCCC)s5)s4)s3)c(CCCCCC)c2CCCCCC)O1,134.0
[*]C=CC1=CC(=C(C#N)C#N)C=C(/C=C/c2sc(-c3ccc(-c4ccc(-c5sc([*])c(CCCCCC)c5CCCCCC)s4)s3)c(CCCCCC)c2CCCCCC)O1,112.0
[*]C=CC1=CC(=C(C#N)C#N)C=C(/C=C/c2sc(-c3ccc(-c4sc([*])c(CCCCCC)c4CCCCCC)s3)c(CCCCCC)c2CCCCCC)O1,114.0
[*]C=CC1=CC(=C(C#N)C#N)C=C(/C=C/c2sc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5sc([*])c(CCCCCC)c5CCCCCC)ccc3-4)c(CCCCCC)c2CCCCCC)O1,115.0
[*]C=CC1=CC(=C(C#N)C#N)C=C(/C=C/c2sc(-c3ccc4c(c3)Sc3cc(-c5sc([*])c(CCCCCC)c5CCCCCC)ccc3N4CCCCCC)c(CCCCCC)c2CCCCCC)O1,130.0
[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,83.40000000000003
[*]C=CC1CC([*])C(C(=O)OC)C1C(=O)OC,77.30000000000001
[*]C=CC1CC([*])C(C(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,23.100000000000023
[*]C=CC1CC([*])C(C(=O)OCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,55.80000000000001
[*]C=CC1CC([*])C(C(=O)Oc2ccccc2)C1C(=O)Oc1ccccc1,96.5
[*]C=CC1CC([*])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C1(F)F,77.0
[*]C=CC1CC([*])C/C1=C\C,121.0
[*]C=CC1CC([*])C2C(=O)N(CCC)C(=O)C12,139.0
[*]C=CC1CC([*])C2C(=O)N(CCCC)C(=O)C12,131.0
[*]C=CC1CC([*])C2C(=O)N(CCCCC)C(=O)C12,99.0
[*]C=CC1CC([*])C2C(=O)N(CCCCCC)C(=O)C12,87.0
[*]C=CC1CC([*])C2C(=O)N(CCCCCCC)C(=O)C12,59.0
[*]C=CC1CC([*])C2C(=O)N(CCCCCCCC)C(=O)C12,56.5
[*]C=CC1CC([*])C2C(=O)N(CCCCCCCCC)C(=O)C12,52.0
[*]C=CC1CC([*])C2C(=O)N(CCCCCCCCCC)C(=O)C12,46.0
[*]C=CC1CC([*])C2C(=O)N(CCCCCCCCCCCC)C(=O)C12,50.0
[*]C=CC1CC([*])C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,162.0
[*]C=CC1CC([*])C2C(=O)N(c3ccc(C)cc3)C(=O)C12,222.0
[*]C=CC1CC([*])C2C(=O)N(c3cccc(C)c3)C(=O)C12,206.0
[*]C=CC1CC([*])C2C(=O)N(c3ccccc3)C(=O)C12,220.0
[*]C=CC1CC([*])C2C(=O)N(c3ccccc3C)C(=O)C12,248.0
[*]C=CC1CC([*])C2C=CCC12,53.0
[*]C=CC1CC([*])CC1(C#N)CC,134.0
[*]C=CC1CC([*])CC1(C#N)CCC,108.0
[*]C=CC1CC([*])CC1(C#N)CCCC,87.0
[*]C=CC1CC([*])CC1(C#N)C[Si](C)(C)C,128.0
[*]C=CC1CC([*])CC1(C#N)C[Si](C)(C)O[Si](C)(C)C,68.0
[*]C=CC1CC([*])CC1(C#N)[Si](C)(C)C,211.0
[*]C=CC1CC([*])CC1(C#N)[Si](C)(C)O[Si](C)(C)C,88.0
[*]C=CC1CC([*])CC1(C#N)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,47.0
[*]C=CC1CC([*])CC1(C#N)[Si](C)(C)[Si](C)(C)C,120.0
[*]C=CC1CC([*])CC1C#N,140.0
[*]C=CC1CC([*])CC1C(=O)OC,65.0
[*]C=CC1CC([*])CC1C(=O)OCCCCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,51.0
[*]C=CC1CC([*])CC1C(=O)OCCNC(C)(C)C,29.0
[*]C=CC1CC([*])CC1C(=O)Oc1ccccc1,72.60000000000002
[*]C=CC1CC([*])CC1C1CC=CCC1,105.0
[*]C=CC1CC([*])CC1[Si](C)(C)C,113.0
[*]C=CC1CC([*])CC1[Si](C)(C)C[Si](C)(C)C,24.0
[*]C=CCC([*])C,-34.99999999999997
[*]C=CCC([*])COCC(=O)OCCCCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,23.0
[*]C=CCC([*])OC,-10.5
[*]C=CCS(=O)(=O)C([*])C,71.0
[*]C=CCS(=O)(=O)C([*])CC,70.10000000000002
[*]C=CNc1cccc(S(=O)(=O)c2cccc(N/C=C/C(=O)c3cccc(C([*])=O)c3)c2)c1,215.0
[*]C=C[Ge](C=C[Si]([*])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,28.0
[*]C=C[Ge]([*])(c1ccccc1)c1ccccc1,-35.99999999999997
[*]C=C[Si]([*])(c1ccccc1)c1ccccc1,-9.0
[*]C=Cc1cc(C(C)C)c(/C=C/c2cc(OC)c(OCCCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)cc1C(C)C,85.0
[*]C=Cc1cc(OC)c(C=Cc2cc(OC)c([*])cc2OCC(CC)CCCC)cc1OC,113.0
[*]C=Cc1cc(OC)c(C=Cc2cc(OCC(CC)CCCC)c([*])cc2OC)cc1OC,110.0
[*]C=Cc1cc(OC)c(OCCCCCCCCOc2c(OC)cc(/C=C/c3cc(CCCCCC)c([*])cc3CCCCCC)cc2OC)c(OC)c1,21.0
[*]C=Cc1cc(OC)c([*])cc1OCC(CC)CCCC,66.0
[*]C=Cc1cc(OC)c([*])cc1OCCC(C)CCCC(C)C,50.0
[*]C=Cc1cc(OCC(CC)CCCC)c([*])cc1-c1ccc(F)c(C(F)(F)F)c1,122.0
[*]C=Cc1cc(OCC(CC)CCCC)c([*])cc1-c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,163.0
[*]C=Cc1cc(OCC(CC)CCCC)c([*])cc1OC,79.0
[*]C=Cc1cc(OCC2CC3CC2C2CCCC32)c([*])cc1OC,174.0
[*]C=Cc1cc(OCCC(C)CCCC(C)C)c([*])cc1OC,54.5
[*]C=Cc1cc(OCCCC)c([*])cc1OC,65.0
[*]C=Cc1cc(OCCCCCC)c(/C=N/c2ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c3ccc(/N=C/c4cc(OCCCCCC)c(/C=C/c5cc(OCCCCCC)c([*])cc5OCCCCCC)cc4OCCCCCC)cc3)cc2)cc1OCCCCCC,14.300000000000011
[*]C=Cc1cc(OCCCCCC)c([*])cc1OC,60.0
[*]C=Cc1cc(OCCCCCCCC)c([*])cc1OC,58.0
[*]C=Cc1cc(OCCCCCCCCCCCC)c([*])cc1OC,36.0
[*]C=Cc1cc(OCCc2ccccc2)c([*])cc1OC,121.0
[*]C=Cc1ccc(-c2ccc(C=Cc3cc(CCCCCCCCCC)c([*])cc3CCCCCCCCCC)nc2)cn1,68.0
[*]C=Cc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc5c(c4)c4cc(-c6ccc7c(c6)c6cc([*])ccc6n7CCCCCCCC)ccc4n5CCCCCCCC)cc3)n2-c2ccccc2)cc1,157.0
[*]C=Cc1ccc(-c2nnc(-c3ccc(C=Cc4ccc5c(c4)c4cc([*])ccc4n5CCCCCCCC)cc3)n2-c2ccccc2)cc1,147.0
[*]C=Cc1ccc(/C=C(\Oc2ccccc2)c2ccc(/C(=C/c3ccc(C=Cc4cc(OC)c([*])cc4OC)cc3)c3ccc(Oc4ccccc4)cc3)cc2)cc1,175.0
[*]C=Cc1ccc(/C=C/C(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1,230.0
[*]C=Cc1ccc(/C=C/C(=O)OCCN(CCOC([*])=O)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1,120.0
[*]C=Cc1ccc(/C=C/C(=O)Oc2ccc(-c3ccc(OC([*])=O)cc3)cc2)cc1,243.0
[*]C=Cc1ccc(/C=C/C(=O)Oc2ccc(OC([*])=O)cc2)cc1,210.0
[*]C=Cc1ccc(/C=C/[Si](C)(C)c2ccc([Si]([*])(C)C)cc2)cc1,63.0
[*]C=Cc1ccc(/C=C/[Si](C)(C)c2cccc([Si]([*])(C)C)c2)cc1,33.0
[*]C=Cc1ccc(/C=C/[Si](C)(CCC(F)(F)F)c2ccc([Si]([*])(C)CCC(F)(F)F)cc2)cc1,55.700000000000045
[*]C=Cc1ccc(/C=C/[Si](C)(CCC(F)(F)F)c2cccc([Si]([*])(C)CCC(F)(F)F)c2)cc1,23.400000000000034
[*]C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)cc1,61.10000000000002
[*]C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)cc1,68.5
[*]C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)cc1,69.40000000000003
[*]C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)cc1,90.0
[*]C=Cc1ccc(/C=C/c2cc(OCCCCCCCC)c([*])cc2OCCCCCCCC)c2nsnc12,153.0
[*]C=Cc1ccc(/C=C/c2ccc(/C=C/c3cc(OC)c(OCCCCCCCCOc4c(OC)cc([*])cc4OC)c(OC)c3)cc2)cc1,78.70000000000005
[*]C=Cc1ccc(/C=C/c2ccc3c(c2)C(CCCCCCOc2ccc4ccc(=O)oc4c2)(CCCCCCOc2ccc4ccc(=O)oc4c2)c2cc([*])ccc2-3)cc1,104.0
[*]C=Cc1ccc(/C=C/c2ccc3c(c2)Sc2cc([*])ccc2N3c2ccc(OCCCCCCCCCCCC)cc2)cc1,167.0
[*]C=Cc1ccc(/C=C/c2ccc3c(c2)Sc2cc([*])ccc2N3c2ccc(OCCCCCCCCCCCC)cc2)s1,155.0
[*]C=Cc1ccc(C=CC(=O)Nc2ccc(Oc3ccc(NC([*])=O)cc3)cc2)cc1,205.0
[*]C=Cc1ccc(C=Cc2cc(OCCCCCCC)c([*])cc2OCCCCCCC)cc1,46.0
[*]C=Cc1ccc(C=Cc2cc(OCCCCCCCCC)c([*])cc2OCCCCCCCCC)cc1,44.0
[*]C=Cc1ccc(C=Cc2cc(OCCCCCCCCCCCC)c([*])cc2OCCCCCCCCCCCC)cc1,38.0
[*]C=Cc1ccc(C=Cc2cc(OCCCCCCCCCCCCCCCC)c([*])cc2OCCCCCCCCCCCCCCCC)cc1,33.0
[*]C=Cc1ccc(N(c2ccccc2)c2ccc(C=Cc3cc(OCC(CC)CCCC)c([*])cc3OC)cc2)cc1,147.0
[*]C=Cc1ccc(N(c2ccccc2)c2ccc(C=Cc3cc(OCCCCCCCC)c([*])cc3OCCCCCCCC)cc2)cc1,74.0
[*]C=Cc1ccc(OCCCCCCCCCCOC(=O)c2ccc(-c3nnc(-c4ccc(C(=O)OCCCCCCCCCCOc5ccc(/C=C/C([*])=O)cc5)cc4)o3)cc2)cc1,58.0
[*]C=Cc1ccc(OCCCCCCCCOC(=O)c2ccc(-c3nnc(-c4ccc(C(=O)OCCCCCCCCOc5ccc(/C=C/C([*])=O)cc5)cc4)o3)cc2)cc1,59.0
[*]C=Cc1ccc(OCCCCCCCCOc2ccc(/C=C/c3cc(OCCCCCCCC)c([*])cc3OCCCCCCCC)cc2)cc1,130.0
[*]C=Cc1ccc(OCCCCCCOC(=O)c2ccc(-c3nnc(-c4ccc(C(=O)OCCCCCCOc5ccc(/C=C/C([*])=O)cc5)cc4)o3)cc2)cc1,62.0
[*]C=Cc1ccc(OCCCCCOc2ccc(/C=C/C(=O)OCCN(CCOC([*])=O)c3ccc(/N=N/c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,92.0
[*]C=Cc1ccc(OCCOCCOCCOc2ccc(/C=C/c3cc(OC)c([*])cc3OC)c3ccccc23)c2ccccc12,79.5
[*]C=Cc1ccc(Oc2cc3c4c(ccc5c6c(Oc7ccc(C=Cc8cc(OCCCCCCCC)c([*])cc8OCCCCCCCC)cc7)cc7c8c(ccc(c2c45)c86)C(=O)N(CCCCCCCC)C7=O)C(=O)N(CCCCCCCC)C3=O)cc1,103.0
[*]C=Cc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc([*])c6ccccc56)cc4)o3)cc2)cc1,213.0
[*]C=Cc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(C([*])=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,195.0
[*]C=Cc1ccc([*])cc1-c1c(OCC(CC)CCCC)ccc2cc(-c3ccccc3)ccc12,141.0
[*]C=Cc1ccc([*])cc1-c1c(OCC(CC)CCCC)ccc2ccccc12,118.0
[*]C=Cc1ccc([*])cc1-c1cc(OCCC(C)C)c(OCCC(C)C)cc1-c1ccccc1,164.0
[*]C=Cc1ccc([*])cc1-c1ccc(OCC(CC)CCCC)c2ccccc12,135.0
[*]C=Cc1ccc([*])cc1OCc1cc(OCCC(C)CCCC(C)C)cc(OCC(CC)CCCC)c1,227.0
[*]C=Cc1ccc([*])cc1OCc1cc(OCc2cc(OCCC(C)CCCC(C)C)cc(OCCC(C)CCCC(C)C)c2)cc(OCc2cc(OCC(CC)CCCC)cc(OCC(CC)CCCC)c2)c1,223.0
[*]C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2,165.0
[*]C=Cc1ccc2c(c1)C(CCCCCCOc1ccc3ccc(=O)oc3c1)(CCCCCCOc1ccc3ccc(=O)oc3c1)c1cc(C=Cc3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc([*])ccc3-4)ccc1-2,115.0
[*]C=Cc1ccc2c(c1)Sc1cc([*])ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,129.0
[*]C=Cc1ccc2c3ccc(/C=C/c4sc([*])c(CC(CC)CCCC)c4CC(CC)CCCC)cc3n(CC(CC)CCCC)c2c1,60.0
[*]C=Cc1ccc2c3ccc(C=Cc4cc(OCC(CC)CCCC)c([*])cc4OCC(CC)CCCC)cc3n(CC(CC)CCCC)c2c1,61.0
[*]C=Cc1ccc2c3ccc([*])cc3n(-c3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c2c1,95.0
[*]C=Cc1cccc(/C=C/[Si](C)(C)c2ccc([Si]([*])(C)C)cc2)c1,38.10000000000002
[*]C=Cc1cccc(/C=C/[Si](C)(C)c2cccc([Si]([*])(C)C)c2)c1,28.700000000000045
[*]C=Cc1cccc(/C=C/[Si](C)(CCC(F)(F)F)c2ccc([Si]([*])(C)CCC(F)(F)F)cc2)c1,34.5
[*]C=Cc1cccc(/C=C/[Si](C)(CCC(F)(F)F)c2cccc([Si]([*])(C)CCC(F)(F)F)c2)c1,9.5
[*]C=Cc1cccc(N2C(=O)c3ccc(C(=O)Nc4cccc(NC([*])=O)c4)cc3C2=O)c1,257.5
[*]C=Cc1nc(/C=C/c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc([*])ccc2-3)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1C#N,178.0
[*]C=Cc1nc(C=Cc2cc(CCCCCCCCCCCCCCCC)c([*])cc2CCCCCCCCCCCCCCCC)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1C#N,165.0
[*]C=Cc1nc(C=Cc2ccc3c(c2)c2cc([*])ccc2n3CCCCCC)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1C#N,134.0
[*]C=NNC(=O)CSc1nnc(SCC(=O)N/N=C/c2ccc(OCCCCCCCCCCOc3ccc([*])cc3OC)c(OC)c2)s1,156.0
[*]C=Nc1cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)c(/N=C/c3ccc(OCc4ccc(COc5ccc([*])cc5OC)cc4)c(OC)c3)cc2C)C6=O)cc1C,145.0
[*]C=Nc1cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)c(/N=C/c3ccc(OCc4ccccc4COc4ccc([*])cc4OC)c(OC)c3)cc2C)C6=O)cc1C,143.0
[*]C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(/N=C/c3cc(OCCC(C)CCCC(C)C)c([*])cc3OCCC(C)CCCC(C)C)cc2)cc1,-4.7999999999999545
[*]C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(/N=C/c3ccc4c(c3)c3cc([*])ccc3n4CC(CC)CCCC)cc2)cc1,5.2000000000000455
[*]C=Nc1ccc(N=Cc2cc(OCCCCCCCC)c([*])cc2OCCCCCCCC)cc1,32.700000000000045
[*]CC(=O)C([*])C,23.0
[*]CC(=O)C([*])c1ccc(C(C)(C)C)cc1,158.0
[*]CC(=O)C([*])c1ccccc1,110.0
[*]CC(=O)N1CCC(C)(CCCC2(C)CCN(C(=O)C([*])C)CC2)CC1,72.0
[*]CC(=O)NC([*])C,125.0
[*]CC(=O)NCCCCCCCCNC([*])=O,55.0
